4124093753689.5878906250,982338140642.5275878906,-4404881604074.6259765625,-1057766061969.4154052734,-1450272796965.9113769531,764569973466.3063964844,288840398822.3645629883,-2872879417417.8544921875,6190335015209.3486328125,2254007585254.8291015625,5215495914098.6396484375,4054678607771.1342773438,3416685853431.6445312500,12564428249659.8164062500
-927245057340.2341308594,1487263016054.9887695312,1352979800357.0546875000,791192542174.0758056641,1982520356074.0717773438,2624612450569.0458984375,-1326165113921.1489257812,806936201480.5755615234,340186214575.6830444336,2260604373996.1250000000,3245387854340.7099609375,1561108961605.2795410156,1068768722504.7963867188,-224353881018.5623779297
840221951754.2049560547,-163732082085.3178405762,-123088542016.7041625977,135908810388.3195190430,151862138745.6506652832,122449815177.0897827148,-873776770692.9088134766,-770808057969.5131835938,-485750050585.2177734375,-174046935106.8390502930,999812809447.9281005859,-758296955704.0439453125,182968200279.3567199707,-902100624107.3879394531
-16040897330.6512336731,-215626124182.5572204590,48027226198.9585037231,60078160673.9819335938,141492118003.9022216797,320800223535.5641479492,14783961900.1326580048,-34747629570.9177169800,-55274994016.8592453003,-119189122547.4632110596,-165849131391.8113098145,-152275894214.8598632812,157107360090.3948974609,-108401556679.3769836426
-23582312240.5636558533,-17254234020.1520385742,-53046892234.4467239380,38606354533.9090881348,-50989492773.6430358887,20157163645.7954902649,1800160183.6518006325,33378385658.5335960388,-193959849.6531963944,642663986.6021627188,-42288879605.7259063721,53374739557.1061706543,-24839355154.1700744629,-27202459560.4079627991
-21948531681.9710578918,2515851436.3172593117,2890769239.1406226158,-14906249592.7180328369,-10232383999.3052883148,7652874012.9547042847,1033939661.5953193903,-6243886938.8431968689,4298993612.8109102249,12801123365.9151077271,-1622095355.4039678574,5652044492.2076654434,-1935438570.7201943398,187903321.5104232728
-3690218761.6441755295,1573815195.5188448429,6394779929.0335826874,3822428613.7467632294,1170418870.6696295738,-641883338.3158372641,-950159841.4398525953,-2424798438.7955598831,-790927797.5785028934,-10121265839.1312561035,2783837214.2066664696,1621924253.3128132820,1694114162.9531550407,-1461054814.6332638264
261289825.8343778551,640909194.8648800850,-143178557.1946236193,919770966.2208623886,-25806917.6294893995,-1819977240.1978764534,-863997108.0224189758,-511458476.1126124263,348590617.8806167841,-1001634673.3362922668,-1787320069.7443583012,-831160644.0677244663,894714689.2526723146,421248198.7871630192
-439807362.9987967610,881721293.2807930708,110692890.9586283863,2025425.3643468618,-19711647.2211211547,-166197826.0212751627,-178474189.9848444164,-138627098.1620163918,-382768556.2487156987,274113168.4550582767,-266294242.5638015568,-136083577.8092018664,138063663.4366232157,-581391616.4286659956
-59691326.4456172958,-86258190.2384840697,-19868891.4607013725,23751140.7976943515,-60251293.5725054890,-56200542.9240449369,141245031.9751047790,43713967.1562475860,-39058522.5740968809,-78991937.5850537717,84207599.4104367942,-188370811.7784728110,140993824.8933700919,69208797.9966280013
-3775596.3210313991,-13241288.0404742099,-4168979.0854176190,-14838126.6470012758,-7359057.6787504330,43256023.2587011382,-38339071.9648214504,-14422028.0014070719,18320779.6114834882,83662347.1614109725,-10259558.2686632723,-28202856.5486077257,-24137541.1829537340,13232092.0597607996
17354494.7047614269,7169795.8773411298,-3816507.1786558470,17467567.4871954955,-2998619.0546048339,6094069.3464173703,-3489765.4508760236,-12257582.1210049000,6491099.5809073411,-3678069.6519222008,-777769.2428787416,6111008.9865955254,-3754534.6909103547,-7594615.3490441311
-2535962.8413290638,1151772.1987919491,-1136765.6046494732,-4553219.6261398438,-1473571.4900820779,636286.8196403944,-4606947.6519450629,-4769099.3385657100,650251.4281390852,-2702732.4518474080,3155527.0370588554,-2503738.0238728072,-3111814.7724959762,1804539.3131059175
1098861.7214690549,368036.1272307732,-279323.0225137203,906015.1995577038,-1893684.1717342641,198227.1073169635,413346.2412462596,460707.9476101451,644294.1320864568,-1817700.5870842934,404618.6206264155,-695958.1663206881,325655.9687998257,-180430.5572310178
-192685.5503089059,202756.4737280106,-35809.3748027986,-470823.4608292342,-57837.1970551718,213421.9715559412,319821.2729576663,-162177.6225838248,-508552.5432951628,-4962.0089094349,162245.4605114224,-69533.3426978747,-28752.6767759820,-285535.8214622368
-181093.3780514496,-25313.4398264356,-13258.2000869004,71618.3500223061,-5207.7061928231,-102236.1278438138,79116.2278982044,-69766.2454864122,-72552.3394711689,75902.5034574168,-22014.7590731600,81180.5585376271,110687.2746312289,-90108.1695299155
-8151.6148823971,-12197.6659407432,13158.8316768165,-38377.0322119027,-16386.1091022885,3174.6753330118,36121.6563106460,35450.6905610987,-4109.6011142360,12545.5279031255,-6252.6380054690,31610.7662685589,-5459.3529601178,-31000.1244355275
8192.9116256827,965.4907291651,-8123.6146920746,-591.8956919410,10852.4402823631,-4922.5177419880,-1314.3717280312,706.6909790896,-3160.2798877640,-2617.3284685615,-8275.9056992470,466.2815005135,4221.2603724774,8280.6909908184
2524.2098544922,-1366.4886378615,204.2615297220,-5215.5033944695,-1258.0286323315,-237.1294934668,857.3263448195,2325.6303400472,-1449.5692443998,-1147.7257564842,-1777.5737155218,-1234.1892646845,-2113.4460510679,5513.2576530064
-242.2365828862,-912.3769799624,313.5728363703,398.1348998134,-889.1818072521,-909.8833238172,526.3542659790,642.7077726944,338.3412962447,-520.8433232704,28.6100095334,-401.9675510481,621.1976125876,1729.4834769884
-285.3950491693,-161.6151644965,-225.9836443954,-140.7951403498,-22.0858074915,439.3178049920,146.4418285100,356.1466105681,-0.8563040496,-187.5087835017,-338.0127332507,-345.9067000958,-103.3903583760,315.4084186105
-44.0260231830,-16.1892750361,6.5106883779,-75.5831572542,146.6151835495,-87.4851598017,-104.9935248071,111.3333717318,-78.0985038978,28.7391493948,26.3710570375,-132.9202546885,-50.4049009272,-39.2567772444
39.5342542457,30.7676195131,-12.9010833417,-34.9766235247,22.8253570157,-11.7374097626,18.5684175127,10.0817631424,22.9289000682,32.6590872572,14.6212302166,-34.4555270899,-12.1417041210,3.5942527102
-1.4379504138,5.1938066509,6.6522850083,-12.2558366601,6.7389992876,-1.9634282821,-2.7746664517,-1.7798194668,2.2894318519,-2.1082107992,0.9975562828,-8.1197091161,2.0665015465,7.3693681482
2.3705578994,2.1017960451,-0.6458954984,-2.6406186163,-0.2930222940,-3.2162896335,-0.9703252533,-0.2314540840,2.6422749318,-1.5806280981,-0.4899920648,-1.8064860912,-2.8115597909,2.1697391474
0.1061488982,0.4263281672,-0.0256945521,1.7212631719,-1.9773084995,0.5795517591,-1.3921426592,0.3512901279,1.9170507580,-0.8153490988,0.6956672287,0.7846176371,-1.2235872323,-1.0136368085
1.5448068571,-2.2757953253,-0.7008241180,0.7204345499,-0.4814513476,-1.6911000933,0.5348466618,2.0161446410,-1.1779033513,-0.9255767287,1.0859535490,0.7188115682,1.0992236282,0.6029740859
1.6001545015,-0.1543688884,-0.3534013981,0.4473501915,-0.1614583489,-1.1068270075,-0.0653032404,2.3305930698,-0.4300520850,-0.5526258826,-1.0603355694,-1.6847549289,1.0877629411,1.0499394673
-0.8917422891,0.1924416274,1.5316982079,0.0209387684
